"date","mean_discharge_cms"
"02/01/2022",42.9
"02/02/2022",40.4
"02/03/2022",37.6
"02/04/2022",37.6
"02/05/2022",40.8
"02/06/2022",43.5
"02/07/2022",52
"02/08/2022",66.3
"02/09/2022",70.2
"02/10/2022",93.3
"02/11/2022",103.5
"02/12/2022",77.7
"02/13/2022",68.6
"02/14/2022",68.2
"02/15/2022",69.3
"02/16/2022",64.8
"02/17/2022",58.7
"02/18/2022",58.7
"02/19/2022",62.1
"02/20/2022",76.1
"02/21/2022",74.6
"02/22/2022",59.3
"02/23/2022",44.9
"02/24/2022",42.1
"02/25/2022",37.1
"02/26/2022",34.7
"02/27/2022",35.1
"02/28/2022",74.9
"03/01/2022",197.4
"03/02/2022",227.1
"03/03/2022",329.4
"03/04/2022",213.6
"03/05/2022",143.4
"03/06/2022",111.8
"03/07/2022",92.9
"03/08/2022",86.8
"03/09/2022",72.6
"03/10/2022",63.3
"03/11/2022",62.6
"03/12/2022",65
"03/13/2022",73.4
"03/14/2022",65.5
"03/15/2022",80
"03/16/2022",71.4
"03/17/2022",59.9
"03/18/2022",58.7
"03/19/2022",58.6
"03/20/2022",57.9
"03/21/2022",51.5
"03/22/2022",53.7
"03/23/2022",52.4
"03/24/2022",49.4
"03/25/2022",44.4
"03/26/2022",42.4
"03/27/2022",40.9
"03/28/2022",39.1
"03/29/2022",37
"03/30/2022",34
"03/31/2022",32.3
"04/01/2022",31.2
"04/02/2022",32.2
"04/03/2022",30.7
"04/04/2022",50
"04/05/2022",47.4
"04/06/2022",33.5
"04/07/2022",31.7
"04/08/2022",30.8
"04/09/2022",28.9
"04/10/2022",29.9
"04/11/2022",35.3
"04/12/2022",39.1
"04/13/2022",38.9
"04/14/2022",38.4
"04/15/2022",43.5
"04/16/2022",40.2
"04/17/2022",42.2
"04/18/2022",47
"04/19/2022",44
"04/20/2022",39
"04/21/2022",37.4
"04/22/2022",34.3
"04/23/2022",31.4
"04/24/2022",29.9
"04/25/2022",29.2
"04/26/2022",38.7
"04/27/2022",38.3
"04/28/2022",31.8
"04/29/2022",29.9
"04/30/2022",29.3
"05/01/2022",29.8
"05/02/2022",28.6
"05/03/2022",27.1
"05/04/2022",26.2
"05/05/2022",26.9
"05/06/2022",40.2
"05/07/2022",71
"05/08/2022",58
"05/09/2022",41.4
"05/10/2022",34.6
"05/11/2022",31.5
"05/12/2022",30
"05/13/2022",38.3
"05/14/2022",36.8
"05/15/2022",43.2
"05/16/2022",38.8
"05/17/2022",32.3
"05/18/2022",29.5
"05/19/2022",28.8
"05/20/2022",26.7
"05/21/2022",25.8
"05/22/2022",24.9
"05/23/2022",23.9
"05/24/2022",23.3
"05/25/2022",22.9
"05/26/2022",22.6
"05/27/2022",24.3
"05/28/2022",24.2
"05/29/2022",23.4
"05/30/2022",22.2
"05/31/2022",21.9
"06/01/2022",21
"06/02/2022",20.7
"06/03/2022",22.9
"06/04/2022",33
"06/05/2022",47.8
"06/06/2022",33.2
"06/07/2022",26.3
"06/08/2022",24.5
"06/09/2022",31.4
"06/10/2022",18.5
